site_code,equipment_type,date,count,site_id,day_of_week,day_of_month,week_of_year,month,quarter,year,is_weekend,dow_sin,dow_cos,month_sin,month_cos,lag_1,lag_7,lag_14,lag_30,lag_60,lag_90,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_mean_60,rolling_mean_90,rolling_std_7,rolling_std_14,rolling_std_30,site_mean_demand,site_std_demand,is_holiday
S-CAT-BLR01,BULLDOZER,2026-05-05,3,S-CAT-BLR01,1,5,19,5,2,2026,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,3.0,3.0,3.0,3.0,3.0,3.0,3.2857142857142856,2.5714285714285716,2.8,2.4833333333333334,2.488888888888889,1.1126972805283737,1.34245960914949,1.2703515668696896,3.0825,1.6164377942311454,0
S-CAT-BLR01,BULLDOZER,2026-05-05,5,S-CAT-BLR01,1,5,19,5,2,2026,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,3.0,3.0,3.0,3.0,3.0,3.0,3.2857142857142856,2.5714285714285716,2.8,2.4833333333333334,2.488888888888889,1.1126972805283737,1.34245960914949,1.2703515668696896,3.0825,1.6164377942311454,0
S-CAT-BLR01,BULLDOZER,2026-05-06,4,S-CAT-BLR01,2,6,19,5,2,2026,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,5.0,3.0,3.0,3.0,3.0,3.0,3.2857142857142856,2.5714285714285716,2.8,2.4833333333333334,2.488888888888889,1.1126972805283737,1.34245960914949,1.2703515668696896,3.0825,1.6164377942311454,0
S-CAT-BLR01,BULLDOZER,2026-05-06,2,S-CAT-BLR01,2,6,19,5,2,2026,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,4.0,3.0,3.0,3.0,3.0,3.0,3.2857142857142856,2.5714285714285716,2.8,2.4833333333333334,2.488888888888889,1.1126972805283737,1.34245960914949,1.2703515668696896,3.0825,1.6164377942311454,0
S-CAT-BLR01,BULLDOZER,2026-05-07,3,S-CAT-BLR01,3,7,19,5,2,2026,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,2.0,3.0,3.0,3.0,3.0,3.0,3.2857142857142856,2.5714285714285716,2.8,2.4833333333333334,2.488888888888889,1.1126972805283737,1.34245960914949,1.2703515668696896,3.0825,1.6164377942311454,0
S-CAT-BLR01,BULLDOZER,2026-05-07,4,S-CAT-BLR01,3,7,19,5,2,2026,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,3.0,3.0,3.0,3.0,3.0,3.0,3.2857142857142856,2.5714285714285716,2.8,2.4833333333333334,2.488888888888889,1.1126972805283737,1.34245960914949,1.2703515668696896,3.0825,1.6164377942311454,0
S-CAT-BLR01,BULLDOZER,2026-05-08,2,S-CAT-BLR01,4,8,19,5,2,2026,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,4.0,3.0,3.0,3.0,3.0,3.0,3.2857142857142856,2.5714285714285716,2.8,2.4833333333333334,2.488888888888889,1.1126972805283737,1.34245960914949,1.2703515668696896,3.0825,1.6164377942311454,0
S-CAT-BLR01,BULLDOZER,2026-05-08,3,S-CAT-BLR01,4,8,19,5,2,2026,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,2.0,3.0,3.0,3.0,3.0,3.0,3.2857142857142856,2.5714285714285716,2.8,2.4833333333333334,2.488888888888889,1.1126972805283737,1.34245960914949,1.2703515668696896,3.0825,1.6164377942311454,0
S-CAT-BLR01,BULLDOZER,2026-05-09,1,S-CAT-BLR01,5,9,19,5,2,2026,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,3.0,5.0,3.0,3.0,3.0,3.0,3.2857142857142856,2.5714285714285716,2.8,2.4833333333333334,2.488888888888889,1.1126972805283737,1.34245960914949,1.2703515668696896,3.0825,1.6164377942311454,0
S-CAT-BLR01,BULLDOZER,2026-05-09,1,S-CAT-BLR01,5,9,19,5,2,2026,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,1.0,4.0,3.0,3.0,3.0,3.0,2.7142857142857144,2.5714285714285716,2.8,2.4833333333333334,2.488888888888889,1.1126972805283737,1.34245960914949,1.2703515668696896,3.0825,1.6164377942311454,0
